"","obs","study","id","yieldcontrol","yieldcover","SD.EXP.","SD.CON.","Type","N.control.","N.exp.","Dferror","Species","Nitrogen","Years","Tillage","killdate","State","BioOrGrain","authors","pubyear","datayears","Design","Reps","SoilType","corn.cultivar","corn.pl.date.actual","corn.pl.date.julian","corn.hv.date.actual","corn.hv.date.julian","corn.population","corn.growseason.julian","X","cc.cultivar","cc.pl.date.actual","cc.pl.date.julian","cc.pl.method","cc.seed.rate.seeds.ha","cc.seed.rate.kg.ha","cc.kill.date.dbplcorn","cc.kill.date.actual","cc.kill.date.julian","cc.growseason.julian","cc.kill.method","cc.bmass","corn.bmass","cc.rain","corn.rain","cc.temp","corn.temp","cc.nitro.uptake","purpose.study","metaA","region","soiltexture.authors","soiltexture.ours","NFR","KDate","yi","vi"
"191",178,"f19","28b",4.3,7.25,0.49497,1.13137,"legume",2,2,3,"",0,2,"CT",1,"Kentucky","grain","Varco, Frye, Smith, Mackown",1989,"1984, 1985","Split-plot 4 reps",4,"fine-silty mixed mesic Typic Paleudalf","B73*PA93","5/17/2016",137,NA,NA,57000,NA,"",NA,NA,NA,"drilling",NA,NA,NA,NA,NA,NA,"chemical",NA,NA,NA,NA,NA,NA,NA,"Tillage effect for N recovery on Corn","F","south east","fine","medium fine","low","late",0.522386446167067,0.03694376664351
"192",179,"f19","28c",2.9,6.55,0.21213,0.56569,"legume",2,2,3,"",0,2,"NT",1,"Kentucky","grain","Varco, Frye, Smith, Mackown",1989,"1984, 1985","Split-plot 4 reps",4,"fine-silty mixed mesic Typic Paleudalf","B73*PA93","5/17/2016",137,NA,NA,57000,NA,"",NA,NA,NA,"drilling",NA,NA,NA,NA,NA,NA,"chemical",NA,NA,NA,NA,NA,NA,NA,"Tillage effect for N recovery on Corn","F","south east","fine","medium fine","low","late",0.814754312654732,0.0195497129118838
"193",180,"f20","29c",3.33,3.58,0.61816,0.53272,"grass",2,2,8,"",0,2,"NT",1,"Delaware","grain","Mitchell, Teer",1977,"1974, 1975","split-split-plot 3 reps",3,"Evesboro loamy sand a mesic coated Typic Quartzipsamments","Dekalb XL-43a, XL-64","5/30/2016",150,NA,NA,57500,NA,"",NA,"9/15/2016",258,"drilling",3973508,97,27,"5/3/2016",123,230,"chemical",3.88,NA,NA,NA,NA,NA,129.56,"Wcc for no tillage corn production","F","north east","coarse","coarse","low","late",0.0723904964202565,0.0277036884193905
"194",181,"f20","29d",5.38,5.14,1.43233,1.00012,"grass",2,2,8,"",56,2,"NT",1,"Delaware","grain","Mitchell, Teer",1977,"1974, 1975","split-split-plot 3 reps",3,"Evesboro loamy sand a mesic coated Typic Quartzipsamments","Dekalb XL-43a, XL-64","5/30/2016",150,NA,NA,57500,NA,"",NA,"9/15/2016",258,"drilling",3973508,97,27,"5/3/2016",123,230,"chemical",3.88,NA,NA,NA,NA,NA,129.56,"Wcc for no tillage corn production","F","north east","coarse","coarse","low","late",-0.0456352947066193,0.0561052967948865
"195",182,"f20","29e",5.55,5.96,1.759,2.35706,"grass",2,2,8,"",112,2,"NT",1,"Delaware","grain","Mitchell, Teer",1977,"1974, 1975","split-split-plot 3 reps",3,"Evesboro loamy sand a mesic coated Typic Quartzipsamments","Dekalb XL-43a, XL-64","5/30/2016",150,NA,NA,57500,NA,"",NA,"9/15/2016",258,"drilling",3973508,97,27,"5/3/2016",123,230,"chemical",3.88,NA,NA,NA,NA,NA,129.56,"Wcc for no tillage corn production","F","north east","coarse","coarse","mid","late",0.0712725533189154,0.133735238271122
"196",183,"f20","29f",3.33,5.87,1.18858,0.53272,"biculture",2,2,8,"",0,2,"NT",1,"Delaware","grain","Mitchell, Teer",1977,"1974, 1975","split-split-plot 3 reps",3,"Evesboro loamy sand a mesic coated Typic Quartzipsamments","Dekalb XL-43a, XL-64","5/30/2016",150,NA,NA,57500,NA,"",NA,"9/15/2016",258,"drilling",5041993,48,27,"5/3/2016",123,230,"chemical",3.88,NA,NA,NA,NA,NA,129.56,"Wcc for no tillage corn production","F","north east","coarse","coarse","low","late",0.566882329847653,0.0332960043184535
"197",184,"f20","29g",5.38,6.5,1.91731,1.00012,"biculture",2,2,8,"",56,2,"NT",1,"Delaware","grain","Mitchell, Teer",1977,"1974, 1975","split-split-plot 3 reps",3,"Evesboro loamy sand a mesic coated Typic Quartzipsamments","Dekalb XL-43a, XL-64","5/30/2016",150,NA,NA,57500,NA,"",NA,"9/15/2016",258,"drilling",5041993,48,27,"5/3/2016",123,230,"chemical",3.88,NA,NA,NA,NA,NA,129.56,"Wcc for no tillage corn production","F","north east","coarse","coarse","low","late",0.189113802727898,0.0607825221727831
"198",185,"f20","29h",5.55,6.97,2.50531,2.35706,"biculture",2,2,8,"",112,2,"NT",1,"Delaware","grain","Mitchell, Teer",1977,"1974, 1975","split-split-plot 3 reps",3,"Evesboro loamy sand a mesic coated Typic Quartzipsamments","Dekalb XL-43a, XL-64","5/30/2016",150,NA,NA,57500,NA,"",NA,"9/15/2016",258,"drilling",5041993,48,27,"5/3/2016",123,230,"chemical",3.88,NA,NA,NA,NA,NA,129.56,"Wcc for no tillage corn production","F","north east","coarse","coarse","mid","late",0.227817297014089,0.154782369467383
"199",186,"f21","30b",7.94,8.1,2.498,2.3167,"legume",4,4,8,"",150,4,"CT",NA,"Ontario","grain","Drury, Tan, Reynolds, Welacky, Weaver, Hamill, Vyn",2003,"1997, 1998, 1999, 2001","RCBD fact with 4 reps",4,"fine loamy mixed mesic Typic Argiaquoll","Pioneer 3752, NK Max22",NA,NA,NA,NA,76100,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Impact of CC and tillage on corn","F","canada","fine","medium","mid",NA,0.0199507864193487,0.0450601606103463
"200",187,"f21","30c",5.58,6.28,3.04756,3.17721,"legume",4,4,8,"",150,4,"NT",NA,"Ontario","grain","Drury, Tan, Reynolds, Welacky, Weaver, Hamill, Vyn",2003,"1997, 1998, 1999, 2002","RCBD fact with 4 reps",4,"fine loamy mixed mesic Typic Argiaquoll","Pioneer 3752, NK Max22",NA,NA,NA,NA,76100,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Impact of CC and tillage on corn","F","canada","fine","medium","mid",NA,0.118181204086888,0.139926178530062
"201",188,"f22","31b",8.41,6.5293,0.888,0.8326,"grass",2,2,36,"",10,2,NA,5,"Ontario","grain","",NA,"","RCBD 3 reps",3,NA,"","",NA,"",NA,NA,NA,"","","",NA,"",NA,NA,5,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","F","canada",NA,NA,"low","late",-0.253121733992355,0.0141489343240378
"202",189,"f22","32b",8.41,10.2997,0.61186,0.8326,"legume",2,2,36,"",10,2,NA,5,"Ontario","grain","",NA,"","RCBD 3 reps",3,NA,"","",NA,"",NA,NA,NA,"","","",NA,"",NA,NA,0,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","F","canada",NA,NA,"low","late",0.202693294612965,0.00666513119055861
"203",190,"f23","32c",4.4,5.97,2.74287,1.57162,"legume",3,3,6,"",0,3,"NT",0,"Kentucky","grain","",NA,"","RCBD 4 reps",4,"fine mixed mesic Typic Paleudalf","","",NA,"",NA,NA,NA,"","","",NA,"",NA,NA,0,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","F","south east",NA,NA,"low","late",0.305142386480295,0.112889747889043
"204",191,"f23","33a",7.3,6.53,2.9023,2.92062,"legume",3,3,6,"",255,3,"NT",0,"Kentucky","grain","",NA,"","RCBD 4 reps",4,"fine mixed mesic Typic Paleudalf","","",NA,"",NA,NA,NA,"","","",NA,"",NA,NA,1,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","F","south east",NA,NA,"high","late",-0.111467404866006,0.119203134723521
"205",192,"f24","34b",4.81,4.08,1.88963,1.50659,"legume",2,2,13,"",202,2,"CT",1,"North Carolina","grain","",NA,"","",NA,"","","",NA,"",NA,NA,NA,"","","",NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","south east","","","high","late",-0.164600095701599,0.156304965300462
"206",193,"f25","34c",10.64,10.33,2.13594,2.49498,"grass",4,4,11,"",202,4,"CT",0,"Ohio","grain","Eckert",1988,"1982, 1983, 1984, 1985","RCBD 4 reps",4,"fine-loamy siliceous thermic Typic Kandiudult",NA,"4/20/2016",110,"10/15/2016",288,35000,178,"",NA,"9/25/2016",268,"drilling",5045040,126,0,"4/20/2016",110,207,"chemical",NA,NA,NA,NA,NA,NA,NA,"Rye CC on corn production","F","south east","fine","medium","high","late",-0.0295682007819512,0.0244349778220282
"207",194,"f25","35a",9.88,9.17,2.37817,1.76035,"grass",4,4,11,"",202,4,"CT",0,"Ohio","grain","Eckert",1988,"1982, 1983, 1984, 1985","RCBD 4 reps",4,"fine-loamy mixed mesic Aquic Fragiudalf",NA,"4/20/2016",110,"10/15/2016",288,35000,178,"",NA,"9/25/2016",268,"drilling",5045040,126,0,"4/20/2016",110,207,"chemical",NA,NA,NA,NA,NA,NA,NA,"Rye CC on corn production","F","north central","fine","medium","high","late",-0.0745752254914031,0.0247510341595342
"208",195,"f26","35c",4.67,4.95,1.48208,0.89702,"grass",4,4,45,"",135,4,"CT",10,"Virginia","grain","Moschler, Shear, Hallock, Sears, Jones",1967,"1962, 1963, 1964, 1965, 1966","RCBD 4 reps",4,"fine illitic mesic Mollic Ochraqualf",NA,"4/25/2016",115,NA,NA,46900,NA,"",NA,"10/15/2016",283,"broadcast",6031175,64,10,"4/15/2016",105,187,"chemical",3.62,NA,NA,NA,NA,NA,NA,"WCC for sod planted corn","F","north central","fine","medium","mid","mid",0.058228504899793,0.0316354153651764
"209",196,"f26","36a",4.67,5.5824,NA,0.89702,"legume",4,4,45,"",135,4,"CT",10,"Virginia","grain","Moschler, Shear, Hallock, Sears, Jones",1967,"1962, 1963, 1964, 1965, 1966","RCBD 4 reps",4,"silt loam / clay loam / loamy fine sand / silt loam (4 locations)",NA,"4/25/2016",115,NA,NA,46900,NA,"",NA,"10/15/2016",283,"broadcast",1969819,25,10,"4/15/2016",105,187,"chemical",3.62,NA,NA,NA,NA,NA,NA,"WCC for sod planted corn","F","south east","fine","medium","mid","mid",0.178459719769567,NA
"210",197,"f26","36b",4.67,6.26,0.87263,0.89702,"biculture",4,4,45,"",135,4,"CT",10,"Virginia","grain","Moschler, Shear, Hallock, Sears, Jones",1967,"1962, 1963, 1964, 1965, 1966","RCBD 4 reps",2,"silt loam / clay loam / loamy fine sand / silt loam (4 locations)","","",NA,"",NA,NA,NA,"","","",NA,"",NA,NA,1,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","F","south east","fine","medium","mid","mid",0.293021113431201,0.0140817473411128
"211",198,"f27","36c",12.05,11.55,3.46482,2.05061,"grass",2,2,3,"",0,2,"CT",1,"Virginia","biomass","",NA,"","",NA,"","","",NA,"",NA,NA,NA,"","","",NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","south east","","","low","late",-0.0423792229688614,0.0594751077622753
"212",199,"f27","37b",12.05,15,0.14142,2.05061,"legume",2,2,3,"",0,2,"CT",1,"Virginia","biomass","",NA,"","RCBD 4 reps",6,"silt loam / clay loam / loamy fine sand / silt loam (4 locations)","","",NA,"",NA,NA,NA,"","","",NA,"",NA,NA,1,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","F","south east","fine","medium","low","late",0.218985541165546,0.0145242265575137
"213",200,"f27","37c",12.05,13.1,1.9799,2.05061,"biculture",2,2,3,"",0,2,"CT",1,"Virginia","biomass","",NA,"","Factorial 2 x 6",6,"fine loamy mixed mesic Ultic Hapludalfs","","",NA,"",NA,NA,NA,"","","",NA,"",NA,NA,1,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","F","south east","fine","medium","low","late",0.0835475702704418,0.0259010404971261
"214",201,"f28","38c",15.1,14.03,0.6364,2.12132,"grass",3,3,3,"",145,3,"CT",1,"Ontario","biomass","Tollenaar, Milajhovic, Vyn",1993,"1982, 1983, 1984","Factorial 2 x 6",4,"fine loamy mixed mesic Ultic Hapludalfs","PAG SX111, Pioneer 3950","5/25/2016",145,"9/19/2016",262,100000,117,"","Gordon, Wheeler, Cougar, Kodiak, Puma","9/30/2016",273,"drilling",6006000,150,1,"5/24/2016",144,236,"chemical",2.92,14.34,NA,NA,NA,NA,NA,"Cereal effect on Corn","F","canada ","coarse","coarse","mid","late",-0.0734968497065091,0.00726449817554837
"215",202,"f28","38d",15.65,14.24,0.93692,1.62635,"grass",3,3,3,"",220,3,"CT",1,"Ontario","biomass","Tollenaar, Milajhovic, Vyn",1993,"1982, 1983, 1984","Factorial 2 x 6",4,"fine loamy mixed mesic Ultic Hapludalfs","PAG SX111, Pioneer 3950","5/25/2016",145,"9/19/2016",262,100000,117,"","Gordon, Wheeler, Cougar, Kodiak, Puma","9/30/2016",273,"drilling",6006000,150,1,"5/24/2016",144,236,"chemical",2.92,14.34,NA,NA,NA,NA,NA,"Cereal effect on Corn","F","canada","coarse","coarse","high","late",-0.0944160110023325,0.00504278919778174
"216",203,"f29","38e",3.77,4.04,0.33432,0.92023,"grass",5,5,47,"",0,5,"NT",1,"Kentucky","grain","Frye, Smith, Williams",1985,"1977, 1978, 1979, 1980, 1981","Split-plot 4 reps",4,"Maryhill loam (Typic Hapludalf)",NA,"5/15/2016",135,NA,NA,50000,NA,"",NA,"9/10/2016",253,"interseeding",7527520,188,1,"5/16/2016",134,248,"chemical",3.2,NA,NA,NA,NA,NA,NA,"WCC source of N for corn","F","south east","fine","coarse","low","late",0.0691696905131394,0.0132858571636621
"217",204,"f29","38f",5.23,5.72,0.56591,0.75827,"grass",5,5,47,"",50,5,"NT",1,"Kentucky","grain","Frye, Smith, Williams",1985,"1977, 1978, 1979, 1980, 1981","Split-plot 4 reps",4,"Maryhill loam (Typic Hapludalf)",NA,"5/15/2016",135,NA,NA,50000,NA,"",NA,"9/10/2016",253,"interseeding",7527520,188,1,"5/16/2016",134,248,"chemical",3.2,NA,NA,NA,NA,NA,NA,"WCC source of N for corn","F","south east","fine","coarse","low","late",0.0895575273148748,0.00616175215587967
"218",205,"f29","38g",6.81,7.58,0.69969,0.54678,"grass",5,5,47,"",100,5,"NT",1,"Kentucky","grain","Frye, Smith, Williams",1985,"1977, 1978, 1979, 1980, 1981","RCBD 4 reps",4,"Maury (Typic Paleudalf fine-silty mixed mesic)",NA,"5/15/2016",135,NA,NA,50000,NA,"",NA,"9/10/2016",253,"interseeding",7527520,188,1,"5/16/2016",134,248,"chemical",3.2,NA,NA,NA,NA,NA,NA,"WCC source of N for corn","F","south east","fine","coarse","mid","late",0.107121079492859,0.00299345164255269
"219",206,"f29","38h",3.77,5.42,1.39597,0.92023,"legume",5,5,47,"",0,5,"NT",1,"Kentucky","grain","Frye, Smith, Williams",1985,"1977, 1978, 1979, 1980, 1981","RCBD 4 reps",4,"Maury (Typic Paleudalf fine-silty mixed mesic)",NA,"5/15/2016",135,NA,NA,50000,NA,"",NA,"9/10/2016",253,"interseeding",5331040,34,1,"5/16/2016",134,248,"chemical",3.2,NA,NA,NA,NA,NA,NA,"WCC source of N for corn","F","south east","fine","coarse","low","late",0.363020813991635,0.0251835946097138
"220",207,"f29","39a",5.23,6.24,1.11149,0.75827,"legume",5,5,47,"",50,5,"NT",1,"Kentucky","grain","Frye, Smith, Williams",1985,"1977, 1978, 1979, 1980, 1981","RCBD 4 reps",4,"Maury (Typic Paleudalf fine-silty mixed mesic)",NA,"5/15/2016",135,NA,NA,50000,NA,"",NA,"9/10/2016",253,"interseeding",5331040,34,1,"5/16/2016",134,248,"chemical",3.2,NA,NA,NA,NA,NA,NA,"WCC source of N for corn","F","south east","fine","coarse","low","late",0.176568904304505,0.0105497018003246
"221",208,"f29","40b",6.81,8.22,1.16529,0.54678,"legume",5,5,47,"",100,5,"NT",1,"Kentucky","grain","Frye, Smith, Williams",1985,"1977, 1978, 1979, 1980, 1981","RCBD 4 reps",4,"Maury (Typic Paleudalf fine-silty mixed mesic)",NA,"5/15/2016",135,NA,NA,50000,NA,"",NA,"9/10/2016",253,"interseeding",5331040,34,1,"5/16/2016",134,248,"chemical",3.2,NA,NA,NA,NA,NA,NA,"WCC source of N for corn","F","south east","fine","coarse","mid","late",0.188178088906668,0.00530865767444872
"222",209,"f30","40c",13.56,12.39,2.2784,1.40989,"grass",3,3,8,"",170,3,"CT",1,"Ontario","biomass","Tollenaar, Milajhovic, Vyn",1992,"1981, 1982, 1983","RCBD 4 reps",4,"Maury (Typic Paleudalf fine-silty mixed mesic)","PAG SX111, Pioneer 3851","5/28/2016",148,"9/22/2016",264,100000,116,"","Wheeler","9/30/2016",273,"drilling",6006000,150,0,"5/28/2016",148,240,"chemical",4.53,29.11,NA,NA,NA,NA,NA,"Annual phytomass production of corn-rye","F","canada","coarse","coarse","mid","late",-0.0902345868711984,0.0148754167057319
"223",210,"f31","40d",5.2,8.87,3.23161,2.3516,"legume",3,3,10,"",0,3,"CT",20,"Georgia","grain","Fleming, Giddens, Beaty",1981,"1975, 1976, 1977","RCBD 4 reps",4,"Maury (Typic Paleudalf fine-silty mixed mesic)",NA,"5/19/2016",139,"10/7/2016",280,64582,141,"","Amclo, Dixie","9/28/2016",271,"drilling",8403780,26,19,"4/30/2016",120,214,"chemical",5.57,7.36,NA,NA,NA,NA,146,"Legume and inorganic N on corn","F","south east","coarse","coarse","low","early",0.534016170734106,0.112416418590242
"224",211,"f31","41a",9.67,10.53,4.82113,3.66652,"legume",3,3,10,"",90,3,"CT",20,"Georgia","grain","Fleming, Giddens, Beaty",1981,"1975, 1976, 1977","Split-split-plot 4 reps",4,"Maryhill loam (Typic Hapludalf)",NA,"5/19/2016",139,"10/7/2016",280,64582,141,"","Amclo, Dixie","9/28/2016",271,"drilling",8403780,26,19,"4/30/2016",120,214,"chemical",5.57,7.36,NA,NA,NA,NA,146,"Legume and inorganic N on corn","F","south east","coarse","coarse","low","early",0.0852000166806811,0.117796544061781
"225",212,"f31","41b",10.07,10.67,4.6694,4.08575,"legume",3,3,10,"",180,3,"CT",20,"Georgia","grain","Fleming, Giddens, Beaty",1981,"1975, 1976, 1977","RCBD split 4 reps",4,"Cecil sandy loam (Typic Hapludult clayey kaolinitic thermic familiy)",NA,"5/19/2016",139,"10/7/2016",280,64582,141,"","Amclo, Dixie","9/28/2016",271,"drilling",8403780,26,19,"4/30/2016",120,214,"chemical",5.57,7.36,NA,NA,NA,NA,146,"Legume and inorganic N on corn","F","south east","coarse","coarse","mid","early",0.0578753585831911,0.118710531609405
"226",213,"f32","41c",6.86,3.55,0.73815,1.70182,"grass",2,2,9,"",0,2,"CT",NA,"Virginia","grain","Voughan, Evanylo",1999,"1992, 1993","RCBD split 4 reps",3,"Cecil sandy loam (Typic Hapludult clayey kaolinitic thermic familiy)","Pioneer 3154","5/25/2016",145,NA,NA,59670,NA,"","Common","9/24/2016",267,"drilling",4044040,101,10,"5/15/2016",135,233,"chemical",5.33,NA,NA,NA,NA,NA,134,"Soil N dynamic in WCC-corn system","F","south east","fine","medium","low",NA,-0.65875983825047,0.0523888795564309
"227",214,"f32","42c",6.86,6.78,1.58923,1.70182,"legume",2,2,9,"",0,2,"CT",NA,"Virginia","grain","Voughan, Evanylo",1999,"1992, 1994","RCBD split 4 reps",3,"Cecil sandy loam (Typic Hapludult clayey kaolinitic thermic familiy)","Pioneer 3154","5/25/2016",145,NA,NA,59670,NA,"","Common","9/24/2016",267,"drilling",1004080,28,10,"5/15/2016",135,233,"chemical",5.33,NA,NA,NA,NA,NA,134,"Soil N dynamic in WCC-corn system","F","south east","fine","medium","low",NA,-0.0117303397854897,0.0582431358195888
"228",215,"f32","42d",6.86,4.58,1.35768,1.70182,"biculture",2,2,9,"",0,2,"CT",NA,"Virginia","grain","Voughan, Evanylo",1999,"1992, 1995","Split-plot 4-3 reps",3,"Starr silty clay loam (Dystrochrepts) / McGray silt loam / Shottower cobbly loam","Pioneer 3154","5/25/2016",145,NA,NA,59670,NA,"","Common","9/24/2016",267,"drilling",1682010,43,10,"5/15/2016",135,233,"chemical",5.33,NA,NA,NA,NA,NA,134,"Soil N dynamic in WCC-corn system","F","south east","fine","medium","low",NA,-0.4040084436117,0.0747088779512546
"229",216,"f33","42e",3.6,7.79,2.77301,0.79422,"legume",3,3,6,"",0,3,"NT",NA,"Georgia","grain","",NA,"","Split-plot 4-3 reps",4,"Starr silty clay loam (Dystrochrepts) / McGray silt loam / Shottower cobbly loam","","",NA,"",NA,NA,NA,"","","",NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","F","south east",NA,NA,"low",NA,0.771907014420593,0.0584622308866629
"230",217,"f33","42f",5.25,7.9,2.9124,1.85042,"legume",3,3,6,"",28,3,"NT",NA,"Georgia","grain","",NA,"","Split-plot 4-3 reps",4,"Starr silty clay loam (Dystrochrepts) / McGray silt loam / Shottower cobbly loam","","",NA,"",NA,NA,NA,"","","",NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","F","south east",NA,NA,"low",NA,0.408634682869443,0.0867125373044635
"231",218,"f33","42g",5.88,8.33,2.99378,1.78439,"legume",3,3,6,"",56,3,"NT",NA,"Georgia","grain","",NA,"","Factorial 2 x 4 reps",4,NA,"","",NA,"",NA,NA,NA,"","","",NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","F","south east",NA,NA,"low",NA,0.348306694268216,0.0737530329047218
"232",219,"f33","42h",7.99,8.76,3.49872,3.26481,"legume",3,3,6,"",112,3,"NT",NA,"Georgia","grain","",NA,"","Factorial 2 x 4 reps",4,NA,"","",NA,"",NA,NA,NA,"","","",NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","F","south east",NA,NA,"mid",NA,0.0920051451701167,0.108827316777353
"233",220,"f33","42i",8.2,8.86,3.04724,3.76355,"legume",3,3,6,"",224,3,"NT",NA,"Georgia","grain","",NA,"","Factorial 2 x 4 reps",4,NA,"","",NA,"",NA,NA,NA,"","","",NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","F","south east",NA,NA,"high",NA,0.0774126103467822,0.109647475429506
"234",221,"f33","42j",3.6,2.59,0.73505,0.79422,"grass",3,3,6,"",0,3,"NT",NA,"Georgia","grain","",NA,"","Factorial 2 x 4 reps",4,NA,"","",NA,"",NA,NA,NA,"","","",NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","F","south east",NA,NA,"low",NA,-0.329275969750618,0.0430719689417617
"235",222,"f33","42k",5.25,4.16,1.43351,1.85042,"grass",3,3,6,"",28,3,"NT",NA,"Georgia","grain","",NA,"","Factorial 2 x 4 reps",4,NA,"","",NA,"",NA,NA,NA,"","","",NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","F","south east",NA,NA,"low",NA,-0.23271300233036,0.0809911918307835
"236",223,"f33","42l",5.88,6.82,2.35552,1.78439,"grass",3,3,6,"",56,3,"NT",NA,"Georgia","grain","",NA,"","Factorial 2 x 4 reps",4,NA,"","",NA,"",NA,NA,NA,"","","",NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","F","south east",NA,NA,"low",NA,0.148302709944835,0.0704609526648267
"237",224,"f33","43b",7.99,6.69,2.26354,3.26481,"grass",3,3,6,"",112,3,"NT",NA,"Georgia","grain","",NA,"","Factorial 2 x 4 reps",4,NA,"","",NA,"",NA,NA,NA,"","","",NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","F","south east",NA,NA,"mid",NA,-0.177576885638046,0.0938141088607137
"238",225,"f33","43c",8.2,8.22,2.61413,3.76355,"grass",3,3,6,"",224,3,"NT",NA,"Georgia","grain","",NA,"","Factorial 2 x 4 reps",4,NA,"","",NA,"",NA,NA,NA,"","","",NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","F","south east",NA,NA,"high",NA,0.00243605479788134,0.103930055612338
"239",226,"f34","43e",4.2,5.3,1.41421,0,"legume",2,2,4,"",0,2,"CT",4,"New York","grain","Sarrantonio, Scott",1988,"1985, 1986","Factorial 2 x 4 reps",4,"Lima loam (fine-loamy mixed mesic Glossoboric Hapludalf)/Kendia silt loam (Aeric Hapludalf)","Pioneer 3965","5/30/2016",150,"10/15/2016",288,67865,138,"",NA,"8/25/2016",237,"drilling",59000,2,5,"5/25/2016",145,273,"chemical",4.38,10.24,NA,NA,NA,NA,NA,"Tillage effect of N for Corn","F","north east","fine","medium","low","late",0.232622295268753,0.035599678250267
"240",227,"f34","43f",3.85,4.4,1.69706,1.76777,"legume",2,2,4,"",0,2,"NT",4,"New York","grain","Sarrantonio, Scott",1988,"1985, 1986","Factorial 2 x 4 reps",4,"Lima loam (fine-loamy mixed mesic Glossoboric Hapludalf)/Kendia silt loam (Aeric Hapludalf)","Pioneer 3965","5/30/2016",150,"10/15/2016",288,67865,138,"",NA,"8/25/2016",237,"drilling",59000,2,5,"5/25/2016",145,273,"chemical",4.38,10.24,NA,NA,NA,NA,NA,"Tillage effect of N for Corn","F","north east","fine","medium","low","late",0.133531392624523,0.179794921678403
"241",228,"f34","44a",8.45,10.55,2.6163,0.35355,"legume",2,2,4,"",0,2,"CT",4,"New York","biomass","Sarrantonio, Scott",1988,"1985, 1986","RCBD split 4 reps",4,"Lima loam (fine-loamy mixed mesic Glossoboric Hapludalf)/Kendia silt loam (Aeric Hapludalf)","Pioneer 3965","5/30/2016",150,"10/15/2016",288,67865,138,"",NA,"8/25/2016",237,"drilling",59000,2,5,"5/25/2016",145,273,"chemical",4.38,10.24,NA,NA,NA,NA,NA,"Tillage effect of N for Corn","F","north east","fine","medium","low","late",0.221959418552993,0.0316249520370087
"242",229,"f34","44b",8.1,8.7,2.96985,3.67696,"legume",2,2,4,"",0,2,"NT",4,"New York","biomass","Sarrantonio, Scott",1988,"1985, 1986","RCBD split 4 reps",4,"Lima loam (fine-loamy mixed mesic Glossoboric Hapludalf)/Kendia silt loam (Aeric Hapludalf)","Pioneer 3965","5/30/2016",150,"10/15/2016",288,67865,138,"",NA,"8/25/2016",237,"drilling",59000,2,5,"5/25/2016",145,273,"chemical",4.38,10.24,NA,NA,NA,NA,NA,"Tillage effect of N for Corn","F","north east","fine","medium","low","late",0.0714589639821449,0.161297370811199
"243",230,"f35","44c",4.09,4.13,0.99766,0.98712,"grass",2,2,4,"",0,2,"CT",1,"New York","grain","Scott, Pleasant, Burt, Otis",1987,"1980, 1982","RCBD split 4 reps",4,"Lima loam (fine-loamy mixed mesic Glossoboric Hapludalf)/Kendia silt loam (Aeric Hapludalf)","Northrup King PX-20, Cornell 281","5/19/2016",139,"10/2/2016",275,69100,136,"","Birdsfoot, Yellow, Alsike, Mammoth, Common, Aroostook","8/28/2016",240,"drilling",NA,NA,1,"5/18/2016",138,263,"chemical",2.22,NA,NA,NA,NA,NA,44.3,"Effect of Ground cover, DM, and N from CC on corn","F","north east","fine","medium","low","late",0.00973243691823105,0.0583014455566603
